GENESIS-Tabelle: 13211-01-03-5-B;;;;;;;;
Arbeitslose nach ausgewählten Personengruppen -;;;;;;;;
Jahresdurchschnitt - regionale Ebenen;;;;;;;;
Arbeitsmarktstatistik der Bundesagentur für Arbeit;;;;;;;;
Jahr: 2019;;;;;;;;
;;Arbeitslose insgesamt;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;und zwar;und zwar;und zwar;und zwar;und zwar;und zwar
;;;Ausländer;schwerbehindert;15 bis unter 20 Jahre;15 bis unter 25 Jahre;55 bis unter 65 Jahre;langzeitarbeitslos
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
15083355;Kroppenstedt, Stadt;52;2;2;0;2;15;13
15083360;Loitsche;-;-;-;-;-;-;-
15083361;Loitsche-Heinrichsberg;18;.;1;1;2;7;5
15083365;Mahlwinkel;-;-;-;-;-;-;-
15083370;Mannhausen;-;-;-;-;-;-;-
15083375;Marienborn;-;-;-;-;-;-;-
15083380;Morsleben;-;-;-;-;-;-;-
15083385;Neuenhofe;-;-;-;-;-;-;-
15083390;Niedere Börde;142;4;14;2;8;47;43
15083395;Niederndodeleben;-;-;-;-;-;-;-
15083400;Nordgermersleben;-;-;-;-;-;-;-
15083405;Ochtmersleben;-;-;-;-;-;-;-
15083410;Oebisfelde;-;-;-;-;-;-;-
15083411;Oebisfelde-Weferlingen, Stadt;318;42;19;7;28;85;114
15083415;Oschersleben (Bode), Stadt;984;95;48;22;96;234;352
15083420;Ostingersleben;-;-;-;-;-;-;-
15083425;Ovelgünne;-;-;-;-;-;-;-
15083430;Peseckendorf;-;-;-;-;-;-;-
15083435;Rätzlingen b. Haldensleben;-;-;-;-;-;-;-
15083440;Rogätz;28;0;2;0;2;7;6
15083445;Rottmersleben;-;-;-;-;-;-;-
15083450;Sandbeiendorf;-;-;-;-;-;-;-
15083455;Schackensleben;-;-;-;-;-;-;-
15083460;Schermcke;-;-;-;-;-;-;-
15083465;Schwanefeld;-;-;-;-;-;-;-
15083470;Seehausen;-;-;-;-;-;-;-
15083475;Seggerde;-;-;-;-;-;-;-
15083480;Siestedt;-;-;-;-;-;-;-
15083485;Sommersdorf;32;0;3;2;5;9;10
15083490;Sülzetal;169;4;11;3;14;52;51
15083495;Süplingen;-;-;-;-;-;-;-
15083500;Uhrsleben;-;-;-;-;-;-;-
15083505;Ummendorf;19;0;2;0;0;7;7
15083510;Velsdorf;-;-;-;-;-;-;-
15083515;Völpke;49;2;2;1;3;12;18
15083520;Wackersleben;-;-;-;-;-;-;-
15083525;Walbeck b. Haldersleben;-;-;-;-;-;-;-
15083530;Wanzleben;-;-;-;-;-;-;-
15083531;Wanzleben-Börde, Stadt;409;20;22;7;32;116;142
15083535;Wefensleben;48;1;6;2;4;14;19
15083540;Weferlingen;-;-;-;-;-;-;-
15083545;Wegenstedt;-;-;-;-;-;-;-
15083550;Wellen;-;-;-;-;-;-;-
15083555;Wenddorf;-;-;-;-;-;-;-
15083557;Westheide;27;1;1;0;1;12;12
15083560;Wieglitz;-;-;-;-;-;-;-
15083565;Wolmirstedt, Stadt;387;62;19;10;43;90;109
15083570;Wormsdorf;-;-;-;-;-;-;-
15083575;Wulferstedt;-;-;-;-;-;-;-
15083580;Zielitz;40;2;2;1;4;15;12
15083585;Zobbenitz;-;-;-;-;-;-;-
15084005;Abtlöbnitz;-;-;-;-;-;-;-
15084010;Altenroda;-;-;-;-;-;-;-
15084012;An der Poststraße;36;0;2;0;1;14;12
15084013;Meineweh;19;.;1;0;1;5;7
15084015;Bad Bibra, Stadt;69;0;3;1;3;30;28
15084020;Bad Kösen;-;-;-;-;-;-;-
15084025;Balgstädt;23;.;3;1;2;5;8
15084030;Baumersroda;-;-;-;-;-;-;-
15084035;Bergisdorf;-;-;-;-;-;-;-
15084040;Billroda;-;-;-;-;-;-;-
15084045;Breitenbach b. Zeitz, Elster;-;-;-;-;-;-;-
15084050;Bröckau;-;-;-;-;-;-;-
15084055;Bucha b. Naumburg, Saale;-;-;-;-;-;-;-
15084060;Burgholzhausen;-;-;-;-;-;-;-
15084065;Burgscheidungen;-;-;-;-;-;-;-
15084070;Burgwerben;-;-;-;-;-;-;-
15084075;Burkersroda;-;-;-;-;-;-;-
15084080;Casekirchen;-;-;-;-;-;-;-
15084085;Crölpa-Löbschütz;-;-;-;-;-;-;-
15084090;Dehlitz (Saale);-;-;-;-;-;-;-
15084095;Deuben;-;-;-;-;-;-;-
15084100;Pirkau;-;-;-;-;-;-;-
15084105;Döschwitz;-;-;-;-;-;-;-
15084110;Droßdorf;-;-;-;-;-;-;-
15084115;Droyßig;49;0;1;0;3;17;21
15084120;Ebersroda;-;-;-;-;-;-;-
15084125;Eckartsberga, Stadt;68;4;5;2;6;26;18
15084130;Elsteraue;186;4;15;5;15;66;62
15084132;Finne;29;0;3;0;1;14;8
15084133;Finneland;19;.;1;0;1;6;3
15084135;Freyburg (Unstrut), Stadt;135;4;8;2;10;47;48
15084140;Geußnitz;-;-;-;-;-;-;-
15084145;Gieckau;-;-;-;-;-;-;-
15084150;Gleina;18;0;0;0;1;4;3
15084155;Goldschau;-;-;-;-;-;-;-
15084160;Golzen;-;-;-;-;-;-;-
15084165;Görschen;-;-;-;-;-;-;-
15084170;Goseck;18;0;0;0;0;9;7
15084175;Grana;-;-;-;-;-;-;-
15084180;Granschütz;-;-;-;-;-;-;-
15084185;Gröben;-;-;-;-;-;-;-
15084190;Gröbitz b. Weißenfels;-;-;-;-;-;-;-
15084195;Großgörschen;-;-;-;-;-;-;-
15084200;Großkorbetha;-;-;-;-;-;-;-
15084205;Größnitz;-;-;-;-;-;-;-
15084207;Gutenborn;21;0;3;0;1;9;7
15084210;Haynsburg;-;-;-;-;-;-;-
15084215;Heidegrund;-;-;-;-;-;-;-
15084220;Herrengosserstedt;-;-;-;-;-;-;-
15084225;Heuckewalde;-;-;-;-;-;-;-
15084230;Hirschroda;-;-;-;-;-;-;-
15084235;Hohenmölsen, Stadt;296;12;15;3;16;101;122
15084240;Janisroda;-;-;-;-;-;-;-
15084245;Kahlwinkel;-;-;-;-;-;-;-
15084246;Kaiserpfalz;33;0;2;1;3;13;10
15084250;Karsdorf;56;0;2;0;1;12;24
15084255;Kayna;-;-;-;-;-;-;-
15084260;Kirchscheidungen;-;-;-;-;-;-;-
15084265;Klosterhäseler;-;-;-;-;-;-;-
15084270;Krauschwitz b. Weißenfels;-;-;-;-;-;-;-
15084275;Kretzschau;49;1;2;1;5;19;16
15084280;Langendorf b. Weißenfels;-;-;-;-;-;-;-
15084282;Lanitz-Hassel-Tal;18;.;0;0;0;9;5
15084285;Laucha an der Unstrut, Stadt;84;1;6;1;6;26;26
15084290;Leislau;-;-;-;-;-;-;-
15084295;Leißling;-;-;-;-;-;-;-
15084300;Löbitz;-;-;-;-;-;-;-
15084305;Lossa;-;-;-;-;-;-;-
15084310;Luckenau;-;-;-;-;-;-;-
15084315;Lützen, Stadt;218;4;9;1;12;73;81
15084320;Markwerben;-;-;-;-;-;-;-
15084325;Meineweh;-;-;-;-;-;-;-
15084330;Memleben;-;-;-;-;-;-;-
15084335;Mertendorf;34;.;0;1;5;11;10
15084340;Molau;-;-;-;-;-;-;-
15084341;Molauer Land;20;.;0;0;1;7;7
15084345;Möllern;-;-;-;-;-;-;-
15084350;Muschwitz;-;-;-;-;-;-;-
15084355;Naumburg (Saale), Stadt;1274;157;65;41;160;260;442
15084360;Nebra (Unstrut), Stadt;78;3;4;3;8;27;22
15084365;Nessa;-;-;-;-;-;-;-
15084370;Nonnewitz;-;-;-;-;-;-;-
15084375;Osterfeld, Stadt;44;0;3;1;4;17;15
15084380;Pödelist;-;-;-;-;-;-;-
15084385;Poserna;-;-;-;-;-;-;-
15084390;Pretzsch;-;-;-;-;-;-;-
15084395;Prießnitz;-;-;-;-;-;-;-
15084400;Prittitz;-;-;-;-;-;-;-
15084405;Reichardtswerben;-;-;-;-;-;-;-
15084410;Reinsdorf b. Naumburg, Saale;-;-;-;-;-;-;-
15084415;Rippach;-;-;-;-;-;-;-
15084420;Röcken;-;-;-;-;-;-;-
15084425;Saubach;-;-;-;-;-;-;-
15084430;Schellbach;-;-;-;-;-;-;-
15084435;Schkortleben;-;-;-;-;-;-;-
15084440;Schleberoda;-;-;-;-;-;-;-
15084442;Schnaudertal;18;1;1;0;2;7;3
15084445;Schönburg;19;2;0;0;2;6;5
15084450;Sössen;-;-;-;-;-;-;-
15084455;Starsiedel;-;-;-;-;-;-;-
15084460;Steinburg b. Naumburg, Saale;-;-;-;-;-;-;-
15084465;Storkau;-;-;-;-;-;-;-
15084470;Stößen, Stadt;13;0;0;1;1;5;3
15084475;Tagewerben;-;-;-;-;-;-;-
15084480;Taucha b. Weißenfels;-;-;-;-;-;-;-
15084485;Taugwitz;-;-;-;-;-;-;-
15084490;Teuchern, Stadt;241;5;15;4;12;66;89
15084495;Thalwinkel;-;-;-;-;-;-;-
15084500;Theißen;-;-;-;-;-;-;-
15084505;Trebnitz b. Weißenfels;-;-;-;-;-;-;-
15084510;Tromsdorf;-;-;-;-;-;-;-
15084515;Uichteritz;-;-;-;-;-;-;-
15084520;Unterkaka;-;-;-;-;-;-;-
15084525;Utenbach;-;-;-;-;-;-;-
15084530;Waldau;-;-;-;-;-;-;-
15084535;Wangen b. Naumburg, Saale;-;-;-;-;-;-;-
15084540;Weischütz;-;-;-;-;-;-;-
15084545;Weißenborn b. Droyßig;-;-;-;-;-;-;-
15084550;Weißenfels, Stadt;1633;190;55;41;149;396;626
15084555;Wengelsdorf;-;-;-;-;-;-;-
15084560;Wethau;21;.;0;1;1;6;4
15084565;Wetterzeube;48;1;1;0;2;17;16
15084570;Wischroda;-;-;-;-;-;-;-
15084575;Wittgendorf b. Zeitz;-;-;-;-;-;-;-
15084580;Wohlmirstedt;-;-;-;-;-;-;-
15084585;Würchwitz;-;-;-;-;-;-;-
15084590;Zeitz, Stadt;1156;123;51;33;111;264;413
15084595;Zeuchfeld;-;-;-;-;-;-;-
15084600;Zorbau;-;-;-;-;-;-;-
15085005;Abbenrode;-;-;-;-;-;-;-
15085010;Allrode;-;-;-;-;-;-;-
15085015;Altenbrak;-;-;-;-;-;-;-
15085020;Aspenstedt;-;-;-;-;-;-;-
15085025;Athenstedt;-;-;-;-;-;-;-
15085030;Aue-Fallstein;-;-;-;-;-;-;-
15085035;Bad Suderode;-;-;-;-;-;-;-
15085040;Ballenstedt, Stadt;210;3;7;1;10;56;42
15085045;Benneckenstein (Harz);-;-;-;-;-;-;-
15085050;Berßel;-;-;-;-;-;-;-
15085055;Blankenburg (Harz), Stadt;445;15;18;7;32;112;94
15085060;Bühne;-;-;-;-;-;-;-
15085065;Cattenstedt;-;-;-;-;-;-;-
15085070;Dankerode;-;-;-;-;-;-;-
15085075;Danstedt;-;-;-;-;-;-;-
15085080;Darlingerode;-;-;-;-;-;-;-
15085085;Derenburg;-;-;-;-;-;-;-
15085090;Ditfurt;35;0;2;0;3;8;8
15085095;Drübeck;-;-;-;-;-;-;-
15085100;Elbingerode (Harz);-;-;-;-;-;-;-
15085105;Elend;-;-;-;-;-;-;-
15085110;Falkenstein/Harz, Stadt;121;1;6;2;8;33;29
15085115;Friedrichsbrunn;-;-;-;-;-;-;-
15085120;Gernrode, Harz;-;-;-;-;-;-;-
15085125;Groß Quenstedt;23;.;2;1;1;6;10
15085130;Güntersberge;-;-;-;-;-;-;-
15085135;Halberstadt, Stadt;1426;71;42;42;155;270;458
15085140;Harsleben;36;0;2;1;2;10;8
15085145;Harzgerode, Stadt;169;1;7;1;7;67;33
15085150;Hasselfelde;-;-;-;-;-;-;-
15085155;Hausneindorf;-;-;-;-;-;-;-
15085160;Hedersleben;37;2;1;1;2;12;11
15085165;Heimburg;-;-;-;-;-;-;-
15085170;Heteborn;-;-;-;-;-;-;-
15085175;Heudeber;-;-;-;-;-;-;-
15085180;Hüttenrode;-;-;-;-;-;-;-
15085185;Huy;188;1;10;4;20;58;54
15085190;Ilsenburg (Harz), Stadt;120;3;7;2;9;35;29
15085195;Königerode;-;-;-;-;-;-;-
15085200;Langeln, Harz;-;-;-;-;-;-;-
15085205;Langenstein;-;-;-;-;-;-;-
15085210;Lüttgenrode;-;-;-;-;-;-;-
15085215;Neinstedt;-;-;-;-;-;-;-
15085220;Neudorf;-;-;-;-;-;-;-
15085225;Nienhagen b. Oschersleben;-;-;-;-;-;-;-
15085227;Nordharz;115;2;7;3;11;38;22
15085228;Oberharz am Brocken, Stadt;172;2;9;3;15;53;32
15085230;Osterwieck, Stadt;248;5;11;6;20;82;78
15085235;Quedlinburg, Stadt;867;30;30;17;70;188;286
15085240;Radisleben;-;-;-;-;-;-;-
15085245;Reddeber;-;-;-;-;-;-;-
15085250;Rhoden;-;-;-;-;-;-;-
15085255;Rieder;-;-;-;-;-;-;-
15085260;Sargstedt;-;-;-;-;-;-;-
15085265;Schauen;-;-;-;-;-;-;-
15085270;Schielo;-;-;-;-;-;-;-
15085275;Schierke;-;-;-;-;-;-;-
15085280;Schmatzfeld;-;-;-;-;-;-;-
15085285;Schwanebeck, Stadt;91;1;2;2;8;27;31
15085287;Selke-Aue;34;1;3;0;2;10;11
15085290;Siptenfelde;-;-;-;-;-;-;-
15085295;Sorge;-;-;-;-;-;-;-
15085300;Stapelburg;-;-;-;-;-;-;-
15085305;Stecklenberg;-;-;-;-;-;-;-
15085310;Stiege;-;-;-;-;-;-;-
15085315;Straßberg b. Quedlinburg;-;-;-;-;-;-;-
15085320;Ströbeck;-;-;-;-;-;-;-
15085325;Tanne;-;-;-;-;-;-;-
15085330;Thale, Stadt;478;18;13;5;39;117;180
15085335;Timmenrode;-;-;-;-;-;-;-
15085340;Treseburg;-;-;-;-;-;-;-
15085345;Veckenstedt;-;-;-;-;-;-;-
15085350;Wasserleben;-;-;-;-;-;-;-
15085355;Weddersleben;-;-;-;-;-;-;-
15085360;Wedderstedt;-;-;-;-;-;-;-
15085365;Wegeleben, Stadt;67;1;3;0;4;20;14
15085370;Wernigerode, Stadt;765;50;39;12;67;176;186
15085375;Westerhausen;-;-;-;-;-;-;-
15085380;Wienrode;-;-;-;-;-;-;-
15085385;Wülperode;-;-;-;-;-;-;-
15086005;Biederitz;181;6;7;2;9;63;50
15086010;Brettin;-;-;-;-;-;-;-
15086015;Burg, Stadt;1049;156;45;20;95;249;338
15086020;Demsin;-;-;-;-;-;-;-
15086025;Dörnitz;-;-;-;-;-;-;-
15086030;Drewitz b. Burg b. Magdeburg;-;-;-;-;-;-;-
15086035;Elbe-Parey;209;2;9;4;14;69;72
15086040;Genthin;639;94;34;13;57;194;233
15086045;Gerwisch;-;-;-;-;-;-;-
15086050;Gladau;-;-;-;-;-;-;-
15086055;Gommern, Stadt;346;4;15;4;17;103;132
15086060;Grabow;-;-;-;-;-;-;-
15086065;Gübs;-;-;-;-;-;-;-
15086070;Hobeck;-;-;-;-;-;-;-
15086075;Hohenwarthe;-;-;-;-;-;-;-
15086080;Jerichow, Stadt;224;4;11;4;13;85;81
15086085;Kade;-;-;-;-;-;-;-
15086090;Karow b. Genthin;-;-;-;-;-;-;-
15086095;Klitsche;-;-;-;-;-;-;-
15086100;Königsborn;-;-;-;-;-;-;-
15086105;Körbelitz;-;-;-;-;-;-;-
15086110;Krüssau;-;-;-;-;-;-;-
15086115;Küsel;-;-;-;-;-;-;-
15086120;Loburg;-;-;-;-;-;-;-
15086125;Lostau;-;-;-;-;-;-;-
15086130;Lübs b. Zerbst;-;-;-;-;-;-;-
15086135;Magdeburgerforth;-;-;-;-;-;-;-
15086140;Möckern, Stadt;425;22;18;4;22;148;148
15086145;Möser;157;6;10;1;6;61;53
15086150;Nielebock;-;-;-;-;-;-;-
15086155;Paplitz b. Genthin;-;-;-;-;-;-;-
15086160;Pietzpuhl;-;-;-;-;-;-;-
15086170;Redekin;-;-;-;-;-;-;-
15086175;Reesdorf b. Burg b. Magdeburg;-;-;-;-;-;-;-
15086180;Reesen;-;-;-;-;-;-;-
15086185;Rietzel;-;-;-;-;-;-;-
15086190;Rosian;-;-;-;-;-;-;-
15086195;Roßdorf b. Jeßnitz, Anh;-;-;-;-;-;-;-
15086200;Schermen;-;-;-;-;-;-;-
15086205;Schlagenthin;-;-;-;-;-;-;-
15086210;Schopsdorf;-;-;-;-;-;-;-
15086215;Schweinitz;-;-;-;-;-;-;-
15086220;Stresow;-;-;-;-;-;-;-
15086230;Tryppehna;-;-;-;-;-;-;-
15086235;Tucheim;-;-;-;-;-;-;-
15086240;Wallwitz;-;-;-;-;-;-;-
15086245;Woltersdorf b. Magdeburg;-;-;-;-;-;-;-
15086250;Wulkow;-;-;-;-;-;-;-
15086255;Wüstenjerichow;-;-;-;-;-;-;-
15086260;Zabakuck;-;-;-;-;-;-;-
15086265;Zeddenick;-;-;-;-;-;-;-
15087005;Abberode;-;-;-;-;-;-;-
15087010;Ahlsdorf;41;0;1;1;2;14;16
15087015;Allstedt, Stadt;309;9;22;8;22;110;125
15087020;Alterode;-;-;-;-;-;-;-
15087025;Amsdorf;-;-;-;-;-;-;-
15087030;Arnstedt;-;-;-;-;-;-;-
15087031;Arnstein, Stadt;191;4;9;1;6;66;90
15087035;Aseleben;-;-;-;-;-;-;-
15087040;Augsdorf;-;-;-;-;-;-;-
15087045;Benndorf;127;2;8;3;11;37;70
15087050;Bennungen;-;-;-;-;-;-;-
15087055;Berga;55;1;4;2;5;15;20
15087060;Beyernaumburg;-;-;-;-;-;-;-
15087065;Bischofrode;-;-;-;-;-;-;-
15087070;Blankenheim;33;0;2;1;1;19;13
15087075;Bornstedt;35;.;1;0;1;12;16
15087080;Bräunrode;-;-;-;-;-;-;-
15087085;Braunschwende;-;-;-;-;-;-;-
15087090;Breitenstein;-;-;-;-;-;-;-
15087095;Breitungen;-;-;-;-;-;-;-
15087100;Brücken (Helme);-;-;-;-;-;-;-
15087101;Brücken-Hackpfüffel;33;0;1;0;1;14;10
15087105;Burgsdorf;-;-;-;-;-;-;-
15087110;Dederstedt;-;-;-;-;-;-;-
15087115;Dietersdorf b. Roßla;-;-;-;-;-;-;-
15087120;Drebsdorf;-;-;-;-;-;-;-
15087125;Edersleben;32;.;1;1;1;11;16
15087130;Eisleben, Lutherstadt;1494;168;51;44;138;389;752
15087135;Emseloh;-;-;-;-;-;-;-
15087140;Erdeborn;-;-;-;-;-;-;-
15087145;Freist;-;-;-;-;-;-;-
15087150;Friedeburg (Saale);-;-;-;-;-;-;-
15087155;Friedeburgerhütte;-;-;-;-;-;-;-
15087160;Friesdorf;-;-;-;-;-;-;-
15087165;Gerbstedt, Stadt;284;4;13;8;21;87;124
15087170;Greifenhagen;-;-;-;-;-;-;-
15087175;Hackpfüffel;-;-;-;-;-;-;-
15087180;Hainrode;-;-;-;-;-;-;-
15087185;Harkerode;-;-;-;-;-;-;-
15087190;Hayn (Harz);-;-;-;-;-;-;-
15087195;Hedersleben b. Lutherstadt Eisleben;-;-;-;-;-;-;-
15087200;Heiligenthal;-;-;-;-;-;-;-
15087205;Helbra;167;2;5;6;12;47;90
15087210;Hergisdorf;50;0;0;2;6;16;29
15087215;Hermerode;-;-;-;-;-;-;-
15087220;Hettstedt, Stadt;831;102;29;26;93;197;407
15087225;Holdenstedt;-;-;-;-;-;-;-
15087230;Hornburg b. Lutherstadt Eisleben;-;-;-;-;-;-;-
15087235;Hübitz;-;-;-;-;-;-;-
15087240;Ihlewitz;-;-;-;-;-;-;-
15087245;Katharinenrieth;-;-;-;-;-;-;-
15087250;Kelbra (Kyffhäuser), Stadt;137;3;6;2;11;48;49
15087255;Kleinleinungen;-;-;-;-;-;-;-
15087260;Klostermansfeld;72;0;2;1;5;19;33
15087265;Liedersdorf;-;-;-;-;-;-;-
15087270;Lüttchendorf;-;-;-;-;-;-;-
15087275;Mansfeld, Stadt;296;9;8;4;23;90;118
15087280;Martinsrieth;-;-;-;-;-;-;-
15087285;Mittelhausen;-;-;-;-;-;-;-
15087290;Molmerswende;-;-;-;-;-;-;-
15087295;Neehausen;-;-;-;-;-;-;-
15087300;Niederröblingen (Helme);-;-;-;-;-;-;-
15087305;Nienstedt;-;-;-;-;-;-;-
15087310;Osterhausen;-;-;-;-;-;-;-
15087315;Pölsfeld;-;-;-;-;-;-;-
15087320;Quenstedt;-;-;-;-;-;-;-
15087325;Questenberg;-;-;-;-;-;-;-
15087330;Riethnordhausen b. Sangerhausen;-;-;-;-;-;-;-
15087335;Ritterode;-;-;-;-;-;-;-
15087340;Ritzgerode;-;-;-;-;-;-;-
15087345;Röblingen am See;-;-;-;-;-;-;-
15087350;Roßla;-;-;-;-;-;-;-
15087355;Rottelsdorf;-;-;-;-;-;-;-
15087360;Rottleberode;-;-;-;-;-;-;-
15087365;Sandersleben (Anhalt);-;-;-;-;-;-;-
15087370;Sangerhausen, Stadt;1352;143;59;32;117;360;560
15087375;Schmalzerode;-;-;-;-;-;-;-
15087380;Schwenda;-;-;-;-;-;-;-
15087385;Seeburg b. Lutherstadt Eisleben;-;-;-;-;-;-;-
15087386;Seegebiet Mansfelder Land;336;2;17;6;13;117;164
15087390;Siersleben;-;-;-;-;-;-;-
15087395;Sotterhausen;-;-;-;-;-;-;-
15087400;Stangerode;-;-;-;-;-;-;-
15087405;Stedten;-;-;-;-;-;-;-
15087410;Stolberg (Harz);-;-;-;-;-;-;-
15087412;Südharz;336;8;21;5;22;117;133
15087415;Sylda;-;-;-;-;-;-;-
15087420;Tilleda (Kyffhäuser);-;-;-;-;-;-;-
15087425;Uftrungen;-;-;-;-;-;-;-
15087430;Ulzigerode;-;-;-;-;-;-;-
15087435;Walbeck b. Hettstedt, Sachs-Anh;-;-;-;-;-;-;-
15087440;Wallhausen;94;1;5;1;3;32;36
15087445;Wansleben am See;-;-;-;-;-;-;-
15087450;Welbsleben;-;-;-;-;-;-;-
15087455;Welfesholz;-;-;-;-;-;-;-
15087460;Wickerode;-;-;-;-;-;-;-
15087465;Wiederstedt;-;-;-;-;-;-;-
15087470;Wimmelburg;31;.;0;1;3;10;17
15087475;Winkel;-;-;-;-;-;-;-
15087485;Wolferstedt;-;-;-;-;-;-;-
15087490;Zabenstedt;-;-;-;-;-;-;-
15088005;Albersroda;-;-;-;-;-;-;-
15088010;Alberstedt;-;-;-;-;-;-;-
15088015;Angersdorf;-;-;-;-;-;-;-
15088020;Bad Dürrenberg, Stadt;473;42;29;7;41;115;195
15088025;Bad Lauchstädt, Goethestadt;258;4;13;4;21;59;107
15088030;Barnstädt;23;.;2;0;1;7;7
15088035;Beesenstedt;-;-;-;-;-;-;-
15088040;Bennstedt;-;-;-;-;-;-;-
15088045;Beuna (Geiseltal);-;-;-;-;-;-;-
15088050;Brachstedt;-;-;-;-;-;-;-
15088055;Brachwitz b. Halle, Saale;-;-;-;-;-;-;-
15088060;Braschwitz;-;-;-;-;-;-;-
15088065;Braunsbedra, Stadt;471;20;20;6;33;106;201
15088075;Döblitz;-;-;-;-;-;-;-
15088080;Domnitz;-;-;-;-;-;-;-
15088085;Dornstedt;-;-;-;-;-;-;-
15088095;Esperstedt b. Querfurt;-;-;-;-;-;-;-
15088100;Farnstädt;41;2;2;1;3;13;14
15088105;Fienstedt;-;-;-;-;-;-;-
15088110;Friedensdorf;-;-;-;-;-;-;-
15088115;Geusa;-;-;-;-;-;-;-
15088120;Gimritz;-;-;-;-;-;-;-
15088125;Götschetal;-;-;-;-;-;-;-
15088130;Günthersdorf b. Merseburg;-;-;-;-;-;-;-
15088135;Hohenthurm;-;-;-;-;-;-;-
15088140;Höhnstedt;-;-;-;-;-;-;-
15088145;Horburg-Maßlau;-;-;-;-;-;-;-
15088150;Kabelsketal;180;4;10;4;16;51;63
15088160;Kloschwitz;-;-;-;-;-;-;-
15088165;Kötschlitz;-;-;-;-;-;-;-
15088170;Kötzschau;-;-;-;-;-;-;-
15088175;Kreypau;-;-;-;-;-;-;-
15088180;Krosigk;-;-;-;-;-;-;-
15088190;Kütten;-;-;-;-;-;-;-
15088195;Landsberg, Stadt;300;18;24;2;15;110;113
15088200;Langenbogen;-;-;-;-;-;-;-
15088205;Leuna, Stadt;382;11;16;10;30;95;146
15088210;Lieskau b. Halle, Saale;-;-;-;-;-;-;-
15088215;Löbejün;-;-;-;-;-;-;-
15088216;Wettin-Löbejün, Stadt;279;3;14;5;20;83;101
15088220;Merseburg, Stadt;1997;465;66;45;228;346;844
15088225;Milzau;-;-;-;-;-;-;-
15088230;Morl;-;-;-;-;-;-;-
15088235;Mücheln (Geiseltal), Stadt;346;4;13;8;27;76;145
15088240;Nauendorf b. Halle, Saale;-;-;-;-;-;-;-
15088245;Nempitz;-;-;-;-;-;-;-
15088250;Nemsdorf-Göhrendorf;19;0;1;0;0;8;5
15088255;Neutz-Lettewitz;-;-;-;-;-;-;-
15088260;Niemberg;-;-;-;-;-;-;-
15088265;Obhausen;37;3;3;0;1;14;7
15088275;Oechlitz;-;-;-;-;-;-;-
15088280;Oppin;-;-;-;-;-;-;-
15088285;Ostrau b. Halle, Saale;-;-;-;-;-;-;-
15088290;Peißen b. Halle, Saale;-;-;-;-;-;-;-
15088295;Petersberg;179;1;14;3;10;56;68
15088300;Plötz b. Halle, Saale;-;-;-;-;-;-;-
15088305;Querfurt, Stadt;431;15;24;10;36;117;143
15088310;Rodden;-;-;-;-;-;-;-
15088315;Rothenburg;-;-;-;-;-;-;-
15088319;Salzatal;212;3;10;4;16;68;73
15088320;Salzmünde;-;-;-;-;-;-;-
15088330;Schkopau;191;3;23;3;16;62;68
15088335;Schochwitz;-;-;-;-;-;-;-
15088340;Schraplau, Stadt;40;.;3;1;4;11;9
15088345;Schwerz;-;-;-;-;-;-;-
15088350;Spergau;-;-;-;-;-;-;-
15088355;Steigra;25;1;1;1;2;10;7
15088360;Steuden;-;-;-;-;-;-;-
15088365;Teutschenthal;252;8;15;5;17;82;89
15088370;Tollwitz;-;-;-;-;-;-;-
15088375;Wallendorf (Luppe);-;-;-;-;-;-;-
15088380;Wettin;-;-;-;-;-;-;-
15088385;Zappendorf;-;-;-;-;-;-;-
15088390;Zöschen;-;-;-;-;-;-;-
15088395;Zweimen;-;-;-;-;-;-;-
15089005;Alsleben (Saale), Stadt;85;5;4;0;6;20;28
15089010;Amesdorf;-;-;-;-;-;-;-
15089015;Aschersleben, Stadt;1448;161;54;23;106;349;527
15089020;Baalberge;-;-;-;-;-;-;-
15089025;Barby (Elbe);-;-;-;-;-;-;-
15089026;Barby, Stadt;257;7;9;4;12;77;92
15089030;Bernburg (Saale), Stadt;1410;108;71;18;89;292;486
15089035;Biendorf b. Bernburg;-;-;-;-;-;-;-
15089041;Bördeaue;59;0;3;1;3;21;19
15089042;Bördeland;201;2;11;3;10;76;60
15089043;Börde-Hakel;110;0;3;1;4;35;33
15089045;Borne;54;0;2;1;3;20;22
15089050;Breitenhagen;-;-;-;-;-;-;-
15089055;Calbe (Saale), Stadt;359;19;15;4;23;98;99
15089060;Cörmigk;-;-;-;-;-;-;-
15089070;Edlau;-;-;-;-;-;-;-
15089075;Egeln, Stadt;142;1;6;2;14;44;48
15089090;Etgersleben;-;-;-;-;-;-;-
15089095;Förderstedt;-;-;-;-;-;-;-
15089105;Friedrichsaue;-;-;-;-;-;-;-
15089110;Frose;-;-;-;-;-;-;-
15089115;Gatersleben;-;-;-;-;-;-;-
15089120;Gerbitz;-;-;-;-;-;-;-
15089125;Gerlebogk;-;-;-;-;-;-;-
15089130;Giersleben;24;.;1;0;0;8;11
15089135;Glinde b. Schönebeck, Elbe;-;-;-;-;-;-;-
15089140;Gnadau;-;-;-;-;-;-;-
15089145;Gröna;-;-;-;-;-;-;-
15089150;Groß Rosenburg;-;-;-;-;-;-;-
